,director_name,id,gender
792,Tyler Perry,5554,Male
793,Joe Carnahan,5555,Male
794,John Polson,5556,Male
795,Bernardo Bertolucci,5557,Male
796,Cathy Malkasian,5558,Female
797,Chris Nahon,5559,Male
798,Fred Wolf,5560,Male
799,Bille Woodruff,5561,
800,Victor Salva,5562,Male
801,Mark Helfrich,5563,Male
802,Steve Bendelack,5564,Male
803,Dwight H. Little,5565,
804,Guillaume Canet,5566,Male
805,Kirsten Sheridan,5567,Female
806,Richard Fleischer,5568,
807,Bob Spiers,5569,Male
808,Damien Dante Wayans,5570,Male
809,John Wells,5571,Male
810,Tim Fywell,5572,
811,Nigel Cole,5573,Male
812,Dexter Fletcher,5574,Male
813,Jeremy Leven,5575,Male
814,Sylvain White,5576,Male
815,Troy Nixey,5577,Male
816,Philip G. Atwell,5578,Male
817,Jeff Schaffer,5579,Male
818,James Bridges,5580,Male
819,Steve Barron,5581,Male
820,Bill Paxton,5582,Male
821,Richard Kelly,5583,Male
822,Carter Smith,5584,
823,John Schlesinger,5585,Male
824,Ringo Lam,5586,Male
825,Bruce McCulloch,5587,Male
826,Patricia Riggen,5588,
827,Pascal Chaumeil,5589,Male
828,Jonathan Kaplan,5590,Male
829,Ole Bornedal,5591,Male
830,Richard Benjamin,5592,Male
831,Craig R. Baxley,5593,Male
832,John Hillcoat,5594,Male
833,John Guillermin,5595,Male
834,Marcos Siega,5596,Male
835,Rachel Talalay,5597,Female
836,Jeffrey W. Byrd,5598,
837,Atom Egoyan,5599,Male
838,Robert Towne,5600,Male
839,Giuseppe Tornatore,5601,
840,Werner Herzog,5602,Male
841,Jérôme Deschamps,5603,
842,Inna Evlannikova,5604,Female
843,Jonathan English,5605,Male
844,Sergey Bondarchuk,5606,Male
845,Teddy Chan,5607,
846,Mario Van Peebles,5608,Male
847,Leonard Nimoy,5609,Male
848,Herbert Ross,5610,
849,Bonnie Hunt,5611,Female
850,Neil LaBute,5612,Male
851,Grant Heslov,5613,Male
852,George Gallo,5614,Male
853,Sidney Lumet,5615,
854,Douglas McGrath,5616,Male
855,Kevin Spacey,5617,Male
856,Richard Williams,5618,
857,Mary McGuckian,5619,Female
858,Tony Goldwyn,5620,Male
859,Jonathan Newman,5621,Male
860,Michael Dinner,5622,Male
861,Joseph Sargent,5623,Male
862,Jerry Zaks,5624,Male
863,Fred Durst,5625,Male
864,Anne Fontaine,5626,Female
865,Jon Cassar,5627,
866,Mira Nair,5628,Female
867,Mel Brooks,5629,Male
868,Russell Crowe,5630,Male
869,Jessie Nelson,5631,Female
870,Christopher Spencer,5632,
871,Mike Bigelow,5633,Male
872,Daniel Sackheim,5634,Male
873,Deborah Kaplan,5635,Female
874,Uli Edel,5636,
875,Fred Dekker,5637,Male
876,Brian Trenchard-Smith,5638,
877,Blake Edwards,5639,Male
878,Laurence Dunmore,5640,
879,Christian Carion,5641,Male
880,Dax Shepard,5642,Male
881,Rowan Joffe,5643,Male
882,John Curran,5644,Male
883,Juan José Campanella,5645,Male
884,Trey Parker,5646,Male
885,Stuart Gillard,5647,Male
886,Katt Shea,5648,Female
887,Joshua Michael Stern,5649,Male
888,Tomas Alfredson,5650,Male
889,John Duigan,5651,Male
890,Colin Higgins,5652,Male
891,Jim Sonzero,5653,Male
892,Penelope Spheeris,5654,
893,Jeff Tremaine,5655,Male
894,Jeannot Szwarc,5656,Male
895,Steve McQueen,5657,Male
896,Thea Sharrock,5658,Female
897,Jon Lucas,5659,Male
898,Robin Budd,5660,
899,Ava DuVernay,5661,Female
900,Steve Trenbirth,5662,
901,Mennan Yapo,5663,
902,Jun Falkenstein,5664,Female
903,Tom McCarthy,5665,
904,Takashi Shimizu,5666,Male
905,Gary Nelson,5667,Male
906,Anton Corbijn,5668,Male
907,Gregory Nava,5669,Male
908,John Patrick Shanley,5670,Male
909,Joshua Logan,5671,Male
910,Steve Beck,5672,Male
911,Todd Strauss-Schulson,5673,Male
912,John McNaughton,5674,Male
913,Nelson McCormick,5675,Male
914,Eric Valette,5676,
915,Andrew Fleming,5677,Male
916,Michael Spierig,5678,Male
917,Jim Field Smith,5679,Male
918,Thomas Bezucha,5680,Male
919,William Brent Bell,5681,Male
920,Ben Gluck,5682,Male
921,Jessica Bendinger,5683,Female
922,Henry Joost,5684,Male
923,Ed Harris,5685,Male
924,Alfred Hitchcock,5686,Male
925,Shana Feste,5687,
926,Steve Rash,5688,Male
927,Mike Binder,5689,Male
928,Michael J. Bassett,5690,Male
929,Frank Nissen,5691,Male
930,Stephen Chow,5692,Male
931,Peter Hastings,5693,Male
932,Paul Abascal,5694,Male
933,Chris Koch,5695,Male
934,Amy Heckerling,5696,Female
935,Michael Moore,5697,Male
936,George Stevens,5698,Male
937,Billy Ray,5699,Male
938,Mark Mylod,5700,Male
939,Stephen St. Leger,5701,
940,Michael O. Sajbel,5702,Male
941,Charles T. Kanganis,5703,Male
942,Damon Santostefano,5704,Male
943,Bob Clark,5705,Male
944,Frank Passingham,5706,Male
945,Benson Lee,5707,
946,Glen Morgan,5708,Male
947,Mike Leigh,5709,Male
948,Alejandro Monteverde,5710,
949,Jonathan Glazer,5711,Male
950,J.C. Chandor,5712,
951,Paul Gross,5713,Male
952,Marc Abraham,5714,Male
953,Todd Haynes,5715,Male
954,Mabrouk El Mechri,5716,Male
955,Charlie Kaufman,5717,Male
956,Nancy Walker,5718,Female
957,Angelo Pizzo,5719,
958,Matthew Diamond,5720,Male
959,Katsuhiro Ōtomo,5721,Male
960,David Anspaugh,5722,Male
961,Andrew Jarecki,5723,Male
962,Daniel Algrant,5724,Male
963,Mike Barker,5725,Male
964,Wayne Thornley,5726,
965,Gnana Rajasekaran,5727,
966,Tom Walsh,5728,
967,Jonathan Jakubowicz,5729,
968,Scott Walker,5730,
969,Mark Rosman,5731,Male
970,Rob Hawk,5732,
971,Britt Allcroft,5733,
972,Alan Yuen,5734,
973,Brian Percival,5735,Male
974,Anand Tucker,5736,Male
975,Anthony Mann,5737,Male
976,Michael Dowse,5738,Male
977,Daniel Barnz,5739,Male
978,Emile Ardolino,5740,Male
979,Robert Altman,5741,Male
980,James Schamus,5742,
981,Andrew Douglas,5743,Male
982,Ricky Gervais,5744,Male
983,Vic Armstrong,5745,Male
984,Terry Zwigoff,5746,
985,Audrey Wells,5747,Female
986,Rick Friedberg,5748,Male
987,Sean McNamara,5749,Male
988,Jody Hill,5750,Male
989,Brandon Camp,5751,Male
990,Kevin Tancharoen,5752,Male
991,Nicholas Hytner,5753,Male
992,Bart Freundlich,5754,Male
993,William A. Fraker,5755,Male
994,John Boorman,5756,Male
995,Courtney Solomon,5757,Male
996,Jeff Kanew,5758,Male
997,István Szabó,5759,
998,Matthew Robbins,5760,Male
999,Hal Needham,5761,Male
1000,Jeff Nichols,5762,Male
1001,Jonathan Teplitzky,5763,
1002,Michael Haneke,5764,Male
1003,Zack Ward,5765,Male
1004,Mike Marvin,5766,Male
1005,Gregor Jordan,5767,Male
1006,Olivier Assayas,5768,Male
1007,Tran Anh Hung,5769,Male
1008,Lance Hool,5770,Male
1009,Christian Volckman,5771,Male
1010,Rodrigo Cortés,5772,
1011,David Hayter,5773,Male
1012,Cory Edwards,5774,Male
1013,Terry George,5775,Male
1014,Xavier Gens,5776,Male
1015,Kasi Lemmons,5777,Female
1016,Brian A Miller,5778,
1017,Matt Dillon,5779,Male
1018,George Cukor,5780,
1019,John Robert Hoffman,5781,
1020,Kevin Greutert,5782,Male
1021,John Fortenberry,5783,Male
1022,Erik White,5784,Male
1023,Christian Robinson,5785,
1024,Jason Moore,5786,Male
1025,Robert Harmon,5787,Male
1026,Trent Cooper,5788,Male
1027,Gary Halvorson,5789,Male
1028,Nicholas Ray,5790,
1029,Fede Alvarez,5791,Male
1030,Sidney J. Furie,5792,Male
1031,Ian Iqbal Rashid,5793,
1032,Wayne Kramer,5794,Male
1033,Rowdy Herrington,5795,Male
1034,Jim Goddard,5796,Male
1035,Noel Marshall,5797,Male
1036,Andrea Di Stefano,5798,Female
1037,Guillaume Ivernel,5799,Male
1038,Jack Smight,5800,Male
1039,Todd Lincoln ,5801,
1040,Howard Zieff,5802,Male
1041,Steven Shainberg,5803,Male
1042,Julian Jarrold,5804,Male
1043,Joe Nussbaum,5805,Male
1044,Vadim Perelman,5806,
1045,Michel Hazanavicius,5807,Male
1046,Cyrus Nowrasteh,5808,Male
1047,Perry Andelin Blake,5809,Male
1048,Christian E. Christiansen,5810,Male
1049,Sheldon Lettich,5811,Male
1050,Diane English,5812,Female
1051,Peter Flinth,5813,
1052,Robert Iscove,5814,Male
1053,Peter Kosminsky,5815,Male
1054,Nick Gomez,5816,Male
1055,Allen Coulter,5817,Male
1056,Clare Kilner,5818,Female
1057,Josef Rusnak,5819,Male
1058,Lance Rivera,5820,Male
1059,Ronald Neame,5821,Male
1060,Bruce Paltrow,5822,Male
1061,Adam Rifkin,5823,Male
1062,Susanne Bier,5824,Female
1063,Kenneth Johnson,5825,Male
1064,James Ivory,5826,Male
1065,Jessy Terrero,5827,
1066,Dany Boon,5828,Male
1067,Vicente Amorim,5829,
1068,Gaspar Noé,5830,Male
1069,Jérôme Salle,5831,Male
1070,Tommy Lee Jones,5832,Male
1071,Jesse Vaughan,5833,
1072,William Bindley,5834,
1073,Wayne Beach,5835,Male
1074,Gérard Krawczyk,5836,Male
1075,Udayan Prasad,5837,Male
1076,Yoon Je-kyoon,5838,Male
1077,Morten Tyldum,5839,Male
1078,Andy Muschietti,5840,Male
1079,Gillian Armstrong,5841,Female
1080,James Watkins,5842,
1081,Jim Fall,5843,Male
1082,Ric Roman Waugh,5844,Male
1083,Michael Dougherty,5845,Male
1084,Joel Gallen,5846,Male
1085,James Marsh,5847,Male
1086,Matt Williams,5848,Male
1087,Rob Zombie,5849,Male
1088,Dennis Iliadis,5850,Male
1089,Rick Rosenthal,5851,
1090,Denzel Washington,5852,Male
1091,Nicolas Winding Refn,5853,Male
1092,Sara Sugarman,5854,Female
1093,Juan Carlos Fresnadillo,5855,Male
1094,Gina Prince-Bythewood,5856,Female
1095,Phil Traill,5857,Male
1096,Joe Berlinger,5858,Male
1097,Elizabeth Allen Rosenbaum,5859,Female
1098,Michael Mayer,5860,Male
1099,Martin Weisz,5861,
1100,John Ottman,5862,Male
1101,John Bonito,5863,Male
1102,Peter Atencio,5864,Male
1103,David Nutter,5865,
1104,Derek Cianfrance,5866,Male
1105,Stephan Elliott,5867,Male
1106,Mark L. Lester,5868,Male
1107,Tom Green,5869,Male
1108,Mike Nawrocki,5870,Male
1109,Douglas Aarniokoski,5871,Male
1110,Bryan Barber,5872,Male
1111,Lone Scherfig,5873,Female
1112,Drew Barrymore,5874,Female
1113,Brian Koppelman,5875,Male
1114,James Foley,5876,Male
1115,Albert Brooks,5877,Male
1116,Steve Gomer,5878,Male
1117,RZA,5879,Male
1118,Mark Piznarski,5880,Male
1119,Craig Brewer,5881,Male
1120,David Raynr,5882,
1121,Mort Nathan,5883,Male
1122,Dan Curtis,5884,Male
1123,Wil Shriner,5885,Male
1124,Martin McDonagh,5886,Male
1125,Tina Gordon Chism,5887,
1126,Peter Cattaneo,5888,Male
1127,Mary Lambert,5889,Female
1128,Peter Kassovitz,5890,Male
1129,Rodman Flender,5891,Male
1130,Katja von Garnier,5892,Female
1131,Mark Romanek,5893,Male
1132,Brad Anderson,5894,Male
1133,Michael Chapman,5895,Male
1134,Antonio Banderas,5896,Male
1135,Khalil Sullins,5897,
1136,Fritz Lang,5898,Male
1137,Hou Hsiao-hsien,5899,Male
1138,Andrey Zvyagintsev,5900,
1139,Tony Jaa,5901,Male
1140,Ryûhei Kitamura,5902,Male
1141,Darrell James Roodt,5903,
1142,Dito Montiel,5904,Male
1143,Stefan Ruzowitzky,5905,Male
1144,Jake Paltrow,5906,Male
1145,Juraj Jakubisko,5907,
1146,Anthony Silverston,5908,
1147,Gabe Ibáñez,5909,
1148,Gerry Lively,5910,Male
1149,Daniele Luchetti,5911,
1150,Derek Yee Tung-Sing,5912,
1151,Julien Temple,5913,Male
1152,Gregory Jacobs,5914,Male
1153,Gilles Paquet-Brenner,5915,Male
1154,Peter Cousens,5916,Male
1155,Lars von Trier,5917,Male
1156,John Cornell,5918,Male
1157,Vidhu Vinod Chopra,5919,Male
1158,Jamie Blanks,5920,Male
1159,Randal Kleiser,5921,Male
1160,Phil Vischer,5922,Male
1161,Rick Famuyiwa,5923,
1162,Alan Cohn,5924,Male
1163,Franco Zeffirelli,5925,Male
1164,Tom Holland,5926,Male
1165,James Isaac,5927,Male
1166,Emilio Estevez,5928,Male
1167,Josh Schwartz,5929,Male
1168,Julian Schnabel,5930,Male
1169,Todd Field,5931,Male
1170,Davis Guggenheim,5932,Male
1171,Stephen Carpenter,5933,Male
1172,James Fargo,5934,Male
1173,Alain Resnais,5935,Male
1174,Kenneth Lonergan,5936,Male
1175,Bo Zenga,5937,Male
1176,Danny Leiner,5938,Male
1177,Christopher Cain,5939,Male
1178,Theodore Melfi,5940,
1179,Ed Decter,5941,Male
1180,Gene Quintano,5942,Male
1181,Eric Bress,5943,Male
1182,Preston A. Whitmore II,5944,Male
1183,Kirk Wong,5945,Male
1184,Bronwen Hughes,5946,Female
1185,John Lafia,5947,Male
1186,Sam Miller,5948,Male
1187,Alex Garland,5949,Male
1188,Mark Brown,5950,Male
1189,Michael Polish,5951,Male
1190,Daisy von Scherler Mayer,5952,Female
1191,Lenny Abrahamson,5953,Male
1192,Bob Saget,5954,Male
1193,John Waters,5955,Male
1194,Craig Bolotin,5956,Male
1195,Mark Christopher,5957,Male
1196,Blair Hayes,5958,
1197,Jez Butterworth,5959,Male
1198,Isabel Coixet,5960,Female
1199,Patrice Leconte,5961,Male
1200,Paul Mazursky,5962,Male
1201,Stephen Chbosky,5963,Male
1202,Jon Hess,5964,
1203,Mark Neveldine,5965,Male
1204,Joe Cornish,5966,Male
1205,John H. Lee,5967,Male
1206,John Stainton,5968,Male
1207,Benedek Fliegauf,5969,Male
1208,Paul Schrader,5970,
1209,Stewart Hendler,5971,Male
1210,John Cromwell,5972,Male
1211,Mark Herman,5973,
1212,Abel Ferrara,5974,Male
1213,George Hickenlooper,5975,Male
1214,Don Bluth,5976,Male
1215,Kang Je-gyu,5977,
1216,William Dear,5978,Male
1217,Stéphane Aubier,5979,
1218,John Badham,5980,Male
1219,Mike McCoy,5981,Male
1220,Mike Judge,5982,Male
1221,Tamra Davis,5983,Female
1222,Nima Nourizadeh,5984,
1223,Franklin J. Schaffner,5985,Male
1224,John Erick Dowdle,5986,
1225,David Moreau,5987,Male
1226,Christopher Erskin,5988,Male
1227,Brian Henson,5989,Male
1228,Dan Cutforth,5990,Male
1229,Josh Boone,5991,
1230,Jake Schreier,5992,
1231,Cheryl Dunye,5993,
1232,Ernest R. Dickerson,5994,Male
1233,Lionel C. Martin,5995,
1234,Wallace Wolodarsky,5996,Male
1235,Nicholas Jarecki,5997,Male
1236,Dean Israelite,5998,
1237,Darnell Martin,5999,Female
1238,Scott Alexander,6000,Male
1239,Stuart Gordon,6001,Male
1240,Christopher Guest,6002,Male
1241,Jane Campion,6003,Female
1242,Fred Schepisi,6004,Male
1243,Antonia Bird,6005,Female
1244,Jon Poll,6006,Male
1245,Paolo Sorrentino,6007,Male
1246,Peter Care,6008,Male
1247,Park Chan-wook,6009,Male
1248,Ira Sachs,6010,Male
1249,Carroll Ballard,6011,Male
1250,Takeshi Kitano,6012,Male
1251,Marco Kreuzpaintner,6013,Male
1252,Lajos Koltai,6014,Male
1253,Alan Rudolph,6015,Male
1254,Lu Chuan,6016,Male
1255,Lijun Sun,6017,
1256,Takashi Yamazaki,6018,
1257,Christopher Smith,6019,Male
1258,Timothy Hines,6020,Male
1259,David Winters,6021,Male
1260,Akira Kurosawa,6022,Male
1261,Jamie Thraves,6023,
1262,Mabel Cheung,6024,
1263,Dan Mazer,6025,Male
1264,R.J. Cutler,6026,
1265,David S. Ward,6027,Male
1266,Barnaby Thompson,6028,Male
1267,Rob Pritts,6029,
1268,John Crowley,6030,Male
1269,Brendan Malloy,6031,Male
1270,Dustin Hoffman,6032,Male
1271,Gregory Poirier,6033,Male
1272,Simon Curtis,6034,Male
1273,Dewey Nicks,6035,
1274,Philip Saville,6036,Male
1275,Tim Blake Nelson,6037,Male
1276,William A. Graham,6038,Male
1277,Martin Ritt,6039,Male
1278,John Turturro,6040,Male
1279,Agnieszka Holland,6041,Female
1280,David Hackl,6042,Male
1281,Giuliano Montaldo,6043,Male
1282,Lisa Azuelos,6044,Female
1283,Ray Lawrence,6045,Male
1284,Karan Johar,6046,Male
1285,Ruairi Robinson,6047,
1286,Jaume Balagueró,6048,Male
1287,Jon Kasdan,6049,Male
1288,Léa Pool,6050,Female
1289,Floyd Mutrux,6051,Male
1290,Sajid Khan,6052,Male
1291,Dean Wright,6053,Male
1292,Eric Lartigau,6054,
1293,Shintaro Shimosawa,6055,Male
1294,Darren Lynn Bousman,6056,Male
1295,James DeMonaco,6057,Male
1296,Bernhard Wicki,6058,
1297,Carol Reed,6059,Male
1298,Chuck Sheetz,6060,Male
1299,Marcus Raboy,6061,
1300,Leigh Whannell,6062,Male
1301,Michael Schultz,6063,Male
1302,Peter Sollett,6064,Male
1303,Bob Dolman,6065,Male
1304,Greg Coolidge,6066,Male
1305,David Lowery,6067,Male
1306,Ciaran Foy,6068,
1307,Salim Akil,6069,Male
1308,Olatunde Osunsanmi,6070,
1309,Leon Ichaso,6071,Male
1310,Joseph Zito,6072,
1311,Patricia Rozema,6073,Female
1312,Rob Schmidt,6074,
1313,Ben Garant,6075,Male
1314,Morgan Spurlock,6076,Male
1315,Neal Brennan,6077,Male
1316,Tuck Tucker,6078,
1317,Theodore Witcher,6079,Male
1318,Joel Edgerton,6080,Male
1319,Jim Hanon,6081,
1320,Michael Patrick Jann,6082,Male
1321,Jorma Taccone,6083,Male
1322,Jeff Lowell,6084,Male
1323,Lorene Scafaria,6085,Female
1324,Marcus Dunstan,6086,Male
1325,Timothy Bjorklund,6087,
1326,François Girard,6088,Male
1327,Scott Kalvert,6089,Male
1328,Jason Bateman,6090,Male
1329,David Schwimmer,6091,Male
1330,Allan Arkush,6092,Male
1331,Eric Bross,6093,Male
1332,Dan Fogelman,6094,Male
1333,Jay Duplass,6095,
1334,Luca Guadagnino,6096,Male
1335,John Putch,6097,Male
1336,Peter Medak,6098,Male
1337,Terence Davies,6099,Male
1338,Harley Cokeliss,6100,Male
1339,Tom Brady,6101,Male
1340,Jason Zada,6102,
1341,Noah Baumbach,6103,Male
1342,Eric Blakeney,6104,Male
1343,Rakesh Roshan,6105,Male
1344,Derrick Borte,6106,Male
1345,Richard Kwietniowski,6107,Male
1346,Bob Odenkirk,6108,Male
1347,Joshua Seftel,6109,Male
1348,Vincent Gallo,6110,Male
1349,Claude Chabrol,6111,
1350,Jon Stewart,6112,Male
1351,Bigas Luna,6113,Male
1352,Ralph Fiennes,6114,Male
1353,Dan Harris,6115,Male
1354,Mel Smith,6116,Male
1355,Bobcat Goldthwait,6117,Male
1356,Jake Scott,6118,Male
1357,Alan Metter,6119,Male
1358,Rafa Lara,6120,
1359,Alan Smithee,6121,
1360,Michael Meredith,6122,Male
1361,Julio DePietro,6123,Male
1362,Katherine Dieckmann,6124,Female
1363,Kim Farrant,6125,
1364,Scott Marshall Smith,6126,Male
1365,Álex de la Iglesia,6127,
1366,Andrew Traucki,6128,Male
1367,Michael Clancy,6129,Male
1368,Robert Adetuyi,6130,Male
1369,Kari Skogland,6131,Female
1370,Taedong Park,6132,
1371,Benedikt Erlingsson,6133,Male
1372,Gurinder Chadha,6134,Female
1373,Jason Connery,6135,Male
1374,Vic Sarin,6136,Male
1375,Jim Issa,6137,
1376,William Phillips,6138,Male
1377,Andy García,6139,Male
1378,Sarik Andreasyan,6140,
1379,Julian Gilbey,6141,Male
1380,Gary Sherman,6142,
1381,Valeri Milev,6143,
1382,Stanley Kramer,6144,Male
1383,Pedro Almodóvar,6145,Male
1384,Gerald Potterton,6146,Male
1385,Anurag Basu,6147,Male
1386,Kriv Stenders,6148,
1387,Yash Chopra,6149,Male
1388,Floria Sigismondi,6150,
1389,Ferzan Ozpetek,6151,Male
1390,Kris Isacsson,6152,Male
1391,Ben Younger,6153,Male
1392,Daniel Taplitz,6154,Male
1393,Tamara Jenkins,6155,
1394,Linda Mendoza,6156,
1395,Hart Bochner,6157,Male
1396,Stewart Raffill,6158,Male
1397,Na Hong-jin,6159,Male
1398,Chatrichalerm Yukol,6160,Male
1399,Eric Lavaine,6161,
1400,Marc Forby,6162,Male
1401,Ole Christian Madsen,6163,Male
1402,Meiert Avis,6164,
1403,André Téchiné,6165,Male
1404,Emily Young,6166,Female
1405,Peter Faiman,6167,Male
1406,Martyn Pick,6168,
1407,Roland Suso Richter,6169,Male
1408,Jeremy Sims,6170,
1409,Maïwenn,6171,Female
1410,Joby Harold,6172,
1411,Ekachai Uekrongtham,6173,
1412,Mark Rydell,6174,Male
1413,David E. Talbert,6175,Male
1414,Roger Vadim,6176,Male
1415,Nils Gaup,6177,Male
1416,Ari Sandel,6178,
1417,Vondie Curtis-Hall,6179,Male
1418,Tom Elkins,6180,Male
1419,Kang Woo-Suk,6181,
1420,John Sayles,6182,Male
1421,Vipul Amrutlal Shah,6183,Male
1422,Ken Loach,6184,Male
1423,Ayan Mukherjee,6185,
1424,Mervyn LeRoy,6186,Male
1425,Serdar Akar,6187,
1426,James Frawley,6188,Male
1427,Dan Gilroy,6189,Male
1428,Jonathan Dayton,6190,Male
1429,Chris Stokes,6191,
1430,Don Siegel,6192,Male
1431,Martin Lawrence,6193,Male
1432,Masayuki Ochiai,6194,
1433,Tom Gormican,6195,
1434,Ken Shapiro,6196,Male
1435,Justin Tipping,6197,
1436,Peter R. Hunt,6198,
1437,Doug Atchison,6199,Male
1438,Jonas Elmer,6200,
1439,Mary Harron,6201,Female
1440,Erik Canuel,6202,
1441,Troy Duffy,6203,Male
1442,Nicole Holofcener,6204,Female
1443,Matty Rich,6205,Male
1444,Fina Torres,6206,Female
1445,François Ozon,6207,Male
1446,Ryan Fleck,6208,Male
1447,Steve James,6209,Male
1448,Michael Winner,6210,Male
1449,Tomm Moore,6211,Male
1450,John Carney,6212,Male
1451,David Jacobson,6213,Male
1452,Michael Corrente,6214,Male
1453,Edward Hall,6215,
1454,Keith Gordon,6216,
1455,Andrew Currie,6217,Male
1456,Luke Wilson,6218,Male
1457,Marc Schölermann,6219,
1458,Coky Giedroyc,6220,Female
1459,Robert Moresco,6221,
1460,Thomas Vinterberg,6222,Male
1461,Claudia Llosa,6223,Female
1462,Charles Binamé,6224,Male
1463,Keith Parmer,6225,
1464,Ol Parker,6226,
1465,James Nunn,6227,
1466,David Webb Peoples,6228,Male
1467,Michael Winnick,6229,
1468,Stanley Tong,6230,Male
1469,David Oelhoffen,6231,
1470,Eli Roth,6232,Male
1471,Tony Richardson,6233,Male
1472,Charles Robert Carner,6234,Male
1473,Russell Holt,6235,
1474,Claude Miller,6236,Male
1475,Sacha Bennett,6237,
1476,Rodrigo García,6238,Male
1477,Jeta Amata,6239,
1478,Siddharth Anand,6240,Male
1479,Vincent Paronnaud,6241,Male
1480,Dennis Gansel,6242,Male
1481,Daniel Barber,6243,Male
1482,Robert Marcarelli,6244,Male
1483,Ernie Barbarash,6245,
1484,Guy Hamilton,6246,Male
1485,Adam Brooks,6247,Male
1486,Michael Anderson,6248,Male
1487,James D. Stern,6249,Male
1488,Matt Bettinelli-Olpin,6250,Male
1489,Sharron Miller,6251,Female
1490,Aaron Schneider,6252,Male
1491,Tom Ford,6253,Male
1492,Tony Maylam,6254,
1493,Mitch Davis,6255,Male
1494,Kevin Brodie,6256,Male
1495,Lynne Ramsay,6257,Female
1496,John Stephenson,6258,
1497,Tim Chambers,6259,Male
1498,Dick Richards,6260,
1499,Bob Gosse,6261,Male
1500,Alex Zamm,6262,Male
1501,Spencer Susser,6263,Male
1502,Thaddeus O'Sullivan,6264,
1503,Shari Springer Berman,6265,Female
1504,Aleksey German,6266,
1505,Stephen Milburn Anderson,6267,
1506,Richard E. Grant,6268,Male
1507,David Lam,6269,
1508,Vladlen Barbe,6270,
1509,Richard Rich,6271,Male
1510,Robert C. Cooper,6272,Male
1511,Kim Nguyen,6273,Male
1512,Jackie Earle Haley,6274,Male
1513,Max Färberböck,6275,Male
1514,Arie Posin,6276,
1515,Damian Nieman,6277,
1516,Mark Tonderai,6278,Male
1517,Ian Fitzgibbon,6279,Male
1518,Rachel Perkins,6280,Female
1519,Luis Valdez,6281,Male
1520,Alan Alda,6282,Male
1521,Louis Morneau,6283,Male
1522,Caroline Link,6284,Female
1523,Sterling Van Wagenen,6285,
1524,Zal Batmanglij,6286,Male
1525,Hans Petter Moland,6287,
1526,Oren Moverman,6288,Male
1527,Ian Sharp,6289,Male
1528,Wolfgang Becker,6290,Male
1529,Dan O'Bannon,6291,Male
1530,George Roy Hill,6292,Male
1531,Robert Stevenson,6293,Male
1532,Gary Hardwick,6294,Male
1533,King Vidor,6295,Male
1534,Fred Savage,6296,Male
1535,Sammo Hung,6297,Male
1536,Rusty Cundieff,6298,Male
1537,Dominique Othenin-Girard,6299,Male
1538,Jean-Jacques Mantello,6300,
1539,Risa Bramon Garcia,6301,Female
1540,Brian Klugman,6302,Male
1541,Matt Piedmont,6303,
1542,Raymond De Felitta,6304,Male
1543,John Michael McDonagh,6305,Male
1544,Deb Hagan,6306,Female
1545,Zach Cregger,6307,Male
1546,Zach Braff,6308,Male
1547,Mark Tarlov,6309,Male
1548,John Cameron Mitchell,6310,Male
1549,Jon Knautz,6311,
1550,David Atkins,6312,Male
1551,Patrick Stettner,6313,Male
1552,Sam Peckinpah,6314,
1553,Michael Crichton,6315,Male
1554,Sylvio Tabet,6316,
1555,Rick Bieber,6317,Male
1556,Joey Lauren Adams,6318,Female
1557,Fred Zinnemann,6319,
1558,S.R. Bindler,6320,
1559,Greg Marcks,6321,Male
