,director_name,id,gender
1560,Perry Lang,6322,Male
1561,Jake Goldberger,6323,Male
1562,William Kaufman,6324,Male
1563,Jim O'Hanlon,6325,
1564,Cédric Klapisch,6326,Male
1565,Kate Barker-Froyland,6327,
1566,Martin Koolhoven,6328,
1567,Charles Matthau,6329,
1568,Christopher Bessette,6330,
1569,Prachya Pinkaew,6331,Male
1570,Gary Sinyor,6332,Male
1571,Ashish R. Mohan,6333,
1572,Darren Grant,6334,
1573,Joseph Gordon-Levitt,6335,Male
1574,William Sachs,6336,Male
1575,Christophe Barratier,6337,Male
1576,Émile Gaudreault,6338,Male
1577,James Cox,6339,Male
1578,James Toback,6340,Male
1579,Aki Kaurismäki,6341,
1580,Hitoshi Matsumoto,6342,
1581,Rakeysh Omprakash Mehra,6343,
1582,Collin Schiffli,6344,
1583,George Ratliff,6345,Male
1584,Shane Meadows,6346,Male
1585,Jon Wright,6347,Male
1586,Michael McGowan,6348,Male
1587,Liv Ullmann,6349,Female
1588,Rohan Sippy,6350,
1589,Dan Trachtenberg,6351,Male
1590,David F. Sandberg,6352,Male
1591,Stiles White,6353,
1592,Eugenio Derbez,6354,
1593,Henry Koster,6355,Male
1594,Patty Jenkins,6356,Female
1595,Christopher B. Landon,6357,Male
1596,David Gelb,6358,Male
1597,Mike Flanagan,6359,Male
1598,Nat Faxon,6360,Male
1599,Doug McHenry,6361,Male
1600,George T. Miller,6362,
1601,Maurice Joyce,6363,Male
1602,Robert Duvall,6364,Male
1603,Frank Perry,6365,Male
1604,Jesse Peretz,6366,
1605,Ice Cube,6367,Male
1606,Richard Glatzer,6368,
1607,Michael Curtiz,6369,
1608,Bruce Malmuth,6370,Male
1609,Rob Hedden,6371,Male
1610,Harmony Korine,6372,
1611,Joe Chappelle,6373,Male
1612,Mickey Liddell,6374,Male
1613,Fred Walton,6375,Male
1614,Steve Carver,6376,Male
1615,Gonzalo López-Gallego,6377,Male
1616,Christine Jeffs,6378,Female
1617,Don Coscarelli,6379,Male
1618,Michael Tiddes,6380,
1619,Bill Duke,6381,Male
1620,Frank Borzage,6382,Male
1621,Mamoru Hosoda,6383,Male
1622,Brian Dannelly,6384,Male
1623,Denys Arcand,6385,Male
1624,J.S. Cardone,6386,Male
1625,Jay Levey,6387,Male
1626,Nicholaus Goossen,6388,Male
1627,Scott Marshall,6389,
1628,Ronan Chapalain,6390,
1629,Xavier Beauvois,6391,Male
1630,Randall Miller,6392,Male
1631,Jerry Belson,6393,Male
1632,Dan Rush,6394,Male
1633,Michael Cuesta,6395,Male
1634,Fenton Bailey,6396,Male
1635,Jeremy Saulnier,6397,
1636,Billy Kent,6398,
1637,James Manera,6399,
1638,Feroz Abbas Khan,6400,
1639,Errol Morris,6401,Male
1640,Dennis Hopper,6402,Male
1641,Eli Craig,6403,Male
1642,Nicholas Fackler,6404,Male
1643,Richard Wallace,6405,Male
1644,Morgan J. Freeman,6406,Male
1645,Matthew Hastings,6407,Male
1646,Klaus Menzel,6408,
1647,Oren Peli,6409,Male
1648,Paul Andrew Williams,6410,Male
1649,William H. Macy,6411,Male
1650,Barrett Esposito,6412,
1651,Vicky Jewson,6413,
1652,Marcia Bennett,6414,Female
1653,Stanton Barrett,6415,Male
1654,Jiří Menzel,6416,Male
1655,Fatih Akin,6417,Male
1656,Nick Murphy ,6418,Male
1657,Frank LaLoggia,6419,Male
1658,Jeremy Brock,6420,Male
1659,Scott Foley,6421,Male
1660,Christophe Ali,6422,
1661,Gabriela Tagliavini,6423,Female
1662,Shona Auerbach,6424,
1663,Leonard Farlinger,6425,Male
1664,Michel Leclerc,6426,
1665,Analeine Cal y Mayor,6427,
1666,Tom Kalin,6428,Male
1667,Robert Sarkies,6429,Male
1668,John Huston,6430,Male
1669,Walter Lang,6431,Male
1670,Carlos Saura,6432,Male
1671,Jon Erwin,6433,
1672,Beto Gómez,6434,
1673,Mike van Diem,6435,
1674,Jonas Åkerlund,6436,
1675,Todd Solondz,6437,Male
1676,René Féret,6438,
1677,Barry Skolnick,6439,
1678,Johnnie To,6440,
1679,Mateo Gil,6441,Male
1680,Lukas Moodysson,6442,Male
1681,Agnieszka Wojtowicz-Vosloo,6443,Female
1682,Kabir Sadanand,6444,
1683,Peter DeLuise,6445,Male
1684,Raja Menon,6446,
1685,Kevin Sullivan,6447,Male
1686,Nick Love,6448,Male
1687,Ivan Engler,6449,
1688,Cecil B. DeMille,6450,Male
1689,Henry Hobson,6451,
1690,Mike Figgis,6452,Male
1691,Duane Journey,6453,
1692,Billy Wilder,6454,
1693,Lisa Cholodenko,6455,Female
1694,John Sturges,6456,Male
1695,William Arntz,6457,Male
1696,Ed Gass-Donnelly,6458,Male
1697,DJ Pooh,6459,Male
1698,James Melkonian,6460,
1699,Roger Avary,6461,Male
1700,Allison Anders,6462,Female
1701,Rick de Oliveira,6463,
1702,Jeff Franklin,6464,Male
1703,Mike Mills,6465,Male
1704,Dave McKean,6466,Male
1705,Ron Fricke,6467,Male
1706,Ruggero Deodato,6468,Male
1707,Gavin Wiesen,6469,Male
1708,Mora Stephens,6470,
1709,Mars Callahan,6471,
1710,Leos Carax,6472,
1711,Stefan Schwartz,6473,Male
1712,Robert Lee King,6474,Male
1713,Jorge Ramírez Suárez,6475,Male
1714,Dan Ireland,6476,Male
1715,Fernando León de Aranoa,6477,Male
1716,Jim Mickle,6478,Male
1717,Karim Aïnouz,6479,Male
1718,Sam Levinson,6480,
1719,Aleksandr Veledinskiy,6481,
1720,Peter H. Hunt,6482,Male
1721,Ruba Nadda,6483,Female
1722,James Whale,6484,Male
1723,Edward Burns,6485,Male
1724,Sean Byrne,6486,Male
1725,Mark Griffiths,6487,Male
1726,Bruce MacDonald,6488,
1727,Victor Fleming,6489,
1728,Richard Raymond,6490,
1729,George Sidney,6491,Male
1730,Chris Morris,6492,Male
1731,Andrucha Waddington,6493,
1732,Peter Stebbings,6494,Male
1733,Vincente Minnelli,6495,Male
1734,Dagur Kári,6496,Male
1735,Kevin Carraway,6497,
1736,Michael Gornick,6498,Male
1737,Richard Brooks,6499,Male
1738,Robert Eggers,6500,Male
1739,Michael Martin,6501,Male
1740,Gideon Raff,6502,
1741,Louis C.K.,6503,Male
1742,Anthony C. Ferrante,6504,Male
1743,Salvador Carrasco,6505,Male
1744,André Øvredal,6506,
1745,Robert Cary,6507,Male
1746,Adam Rapp,6508,
1747,Warren P. Sonoda,6509,Male
1748,Amanda Gusack,6510,Female
1749,Avi Nesher,6511,Male
1750,Charles Adelman,6512,
1751,Jay Oliva,6513,Male
1752,Charles Ferguson,6514,Male
1753,Mark Young,6515,Male
1754,"Daniel Petrie, Jr.",6516,Male
1755,Antonio Simoncini,6517,
1756,Luc Jacquet,6518,
1757,Eldar Rapaport,6519,
1758,Clark Gregg,6520,Male
1759,Damien Chazelle,6521,Male
1760,Justin Kerrigan,6522,
1761,Nathan Frankowski,6523,
1762,Karen Moncrieff,6524,Female
1763,Jonathan Silverman,6525,Male
1764,Eric Styles,6526,Male
1765,Laurent Cantet,6527,Male
1766,John Ford,6528,
1767,Max Mayer,6529,Male
1768,Joshua Marston,6530,
1769,John Gulager,6531,Male
1770,Brandon Cronenberg,6532,Male
1771,Frank Capra,6533,
1772,Tod Williams,6534,Male
1773,Jack Sholder,6535,Male
1774,Ted Post,6536,Male
1775,Michael Haigney,6537,Male
1776,Tom McLoughlin,6538,Male
1777,Adam Marcus,6539,Male
1778,John Maclean,6540,Male
1779,Benny Boom,6541,Male
1780,Howard Hawks,6542,
1781,Nnegest Likké,6543,Female
1782,Christopher Leitch,6544,Male
1783,Patricia Cardoso,6545,
1784,Damien O'Donnell,6546,
1785,Peter M. Cohen,6547,Male
1786,Mel Stuart,6548,Male
1787,Anthony Hickox,6549,Male
1788,Tom Schulman,6550,Male
1789,Jill Sprecher,6551,Female
1790,Darren Stein,6552,Male
1791,David Nixon,6553,Male
1792,Jason Eisener,6554,
1793,Enrique Begné,6555,
1794,Matthew Bright,6556,Male
1795,Michael Landon Jr.,6557,Male
1796,Andrea Arnold,6558,Female
1797,Whit Stillman,6559,Male
1798,Leslye Headland,6560,
1799,Bobby Roth,6561,Male
1800,Tim Heidecker,6562,Male
1801,Michael Worth,6563,Male
1802,Deon Taylor,6564,Male
1803,Jason Alexander,6565,Male
1804,Conor McPherson,6566,
1805,Will Canon,6567,Male
1806,Philip Zlotorynski,6568,
1807,Lance Kawas,6569,Male
1808,Francesca Gregorini,6570,Female
1809,Márcio Garcia,6571,Male
1810,Craig Moss,6572,
1811,Michael Jai White,6573,Male
1812,Paolo Monico,6574,Male
1813,Youssef Delara,6575,
1814,Darin Scott,6576,Male
1815,Christian Sesma,6577,Male
1816,Monte Hellman,6578,Male
1817,Brian Caunter,6579,Male
1818,Chris D'Arienzo,6580,Male
1819,Isaac Florentine,6581,
1820,Heidi Ewing,6582,
1821,Leon Ford,6583,Male
1822,Hank Braxtan,6584,
1823,John Carl Buechler,6585,Male
1824,Rajkumar Hirani,6586,
1825,Victor Nunez,6587,Male
1826,Rohit Jugraj,6588,
1827,Kresten Vestbjerg Andersen,6589,
1828,Alex van Warmerdam,6590,Male
1829,Paweł Pawlikowski,6591,
1830,Frank Sebastiano,6592,Male
1831,Stacy Peralta,6593,Male
1832,Nacho Vigalondo,6594,Male
1833,Ning Hao,6595,
1834,Tony Giglio,6596,Male
1835,Stanley Donen,6597,Male
1836,Joe Cross,6598,
1837,John Sullivan,6599,Male
1838,Tommy Lee Wallace,6600,Male
1839,Don Taylor,6601,Male
1840,Leslie Small,6602,Male
1841,Éric Tessier,6603,Male
1842,Alison Maclean,6604,Female
1843,Alice Wu,6605,Female
1844,Sarah Gavron,6606,
1845,James Ponsoldt,6607,
1846,Joshua Tickell,6608,Male
1847,Tim Boxell,6609,Male
1848,Michael D. Sellers,6610,Male
1849,Reed Cowan,6611,Male
1850,James Dodson,6612,Male
1851,Alex Rivera,6613,Male
1852,John Murlowski,6614,Male
1853,Benni Diez,6615,
1854,Danny Perez,6616,
1855,Robby Henson,6617,Male
1856,Zackary Adler,6618,
1857,Dominic Burns,6619,
1858,Carmen Marron,6620,
1859,Jason Stone,6621,
1860,Jerry Rees,6622,
1861,David Hand,6623,Male
1862,Jaco Booyens,6624,
1863,Danny Steinmann,6625,Male
1864,Jon Gunn,6626,Male
1865,Hayley Cloake,6627,Female
1866,Tay Garnett,6628,Male
1867,Shyam Madiraju,6629,
1868,Harmage Singh Kalirai,6630,
1869,Rita Merson,6631,
1870,William Wyler,6632,Male
1871,Larry Clark,6633,Male
1872,Petter Næss,6634,
1873,Robert Fontaine,6635,
1874,Neil Mcenery-West,6636,
1875,Anthony O'Brien,6637,
1876,Lloyd Kaufman,6638,Male
1877,David Robert Mitchell,6639,Male
1878,Robert Mulligan,6640,Male
1879,Liu Chia-Liang,6641,Male
1880,Chris Kentis,6642,Male
1881,Alex Kendrick,6643,Male
1882,Robert Rossen,6644,Male
1883,Jack Conway,6645,Male
1884,Sylvain Chomet,6646,
1885,Chris Eyre,6647,
1886,Elia Kazan,6648,Male
1887,Debra Granik,6649,Female
1888,Henry King,6650,Male
1889,Miranda July,6651,Female
1890,Max Joseph,6652,Male
1891,Jim Jarmusch,6653,
1892,Kevin Tenney,6654,
1893,Ari Folman,6655,Male
1894,Marielle Heller,6656,Female
1895,David Sington,6657,Male
1896,Kelly Reichardt,6658,Female
1897,Bob Giraldi,6659,Male
1898,Huck Botko,6660,Male
1899,David Duchovny,6661,Male
1900,Mitchell Lichtenstein,6662,Male
1901,Lance Mungia,6663,
1902,Hue Rhodes,6664,Male
1903,Danny Provenzano,6665,
1904,Bill Muir,6666,
1905,Noah Buschel,6667,
1906,Brian Yuzna,6668,Male
1907,Hunter Richards,6669,Male
1908,Laurie Collyer,6670,
1909,Aaron Hann,6671,
1910,Phil Claydon,6672,Male
1911,Ralph Ziman,6673,
1912,John Simpson,6674,Male
1913,Colin Minihan,6675,
1914,Conor McMahon,6676,
1915,Chris Shadley,6677,
1916,Simon Napier-Bell,6678,
1917,Simon Yin,6679,
1918,Jeff Crook,6680,Male
1919,Orson Welles,6681,Male
1920,Dave Payne,6682,Male
1921,Brad Copeland,6683,Male
1922,Paul Bunnell,6684,
1923,Phil Morrison,6685,Male
1924,Harald Reinl,6686,Male
1925,Tanner Beard,6687,Male
1926,Scott Dow,6688,
1927,Derick Martini,6689,Male
1928,Jerry Dugan,6690,
1929,Tim Hunter,6691,Male
1930,Richard Ayoade,6692,Male
1931,Jehane Noujaim,6693,Female
1932,Jean-Marc Barr,6694,Male
1933,Remo D'Souza,6695,
1934,John Laing,6696,Male
1935,Jamal Hill,6697,
1936,Daniel Stamm,6698,
1937,Carlos Carrera,6699,
1938,Benh Zeitlin,6700,
1939,J. Lee Thompson,6701,
1940,Maggie Greenwald,6702,
1941,Vera Farmiga,6703,Female
1942,Vijay Chandar,6704,
1943,Jonathan Wacks,6705,Male
1944,Khyentse Norbu,6706,
1945,Tony Krantz,6707,Male
1946,Mitchell Altieri,6708,Male
1947,W.D. Hogan,6709,
1948,Corey Grant,6710,Male
1949,Lucky McKee,6711,Male
1950,Richard Boddington,6712,
1951,Steven R. Monroe,6713,Male
1952,Mark Illsley,6714,Male
1953,Ritesh Batra,6715,
1954,Sally Potter,6716,Female
1955,Brad J. Silverman,6717,
1956,Dave Meyers,6718,
1957,David M. Matthews,6719,Male
1958,Nadine Labaki,6720,Female
1959,Lluís Quílez,6721,
1960,Eytan Fox,6722,Male
1961,Romesh Sharma,6723,
1962,François Truffaut,6724,
1963,Adam Goldberg,6725,Male
1964,Travis Zariwny,6726,
1965,Adrienne Shelly,6727,Female
1966,Newt Arnold,6728,Male
1967,Alex Cox,6729,
1968,Fabián Bielinsky,6730,Male
1969,Dror Moreh,6731,
1970,Rebecca Miller,6732,Female
1971,Maggie Carey,6733,
1972,Henry Bean,6734,Male
1973,Simeon Rice,6735,
1974,Jeff Garlin,6736,Male
1975,Qasim Basir,6737,
1976,Adam Green,6738,Male
1977,Charlie Chaplin,6739,Male
1978,Pete Jones,6740,
1979,Bruce Campbell,6741,Male
1980,Adam Carolla,6742,
1981,Bruce McDonald,6743,Male
1982,James Mottern,6744,
1983,Gerard Johnstone,6745,
1984,Robert Greenwald,6746,Male
1985,David Ray,6747,
1986,David Rodriguez,6748,Male
1987,Nae Caranfil,6749,
1988,David Winning,6750,Male
1989,Frank Lotito,6751,
1990,Timothy Woodward Jr.,6752,
1991,Tara Subkoff,6753,Female
1992,Russell Friedenberg,6754,Male
1993,Lucrecia Martel,6755,
1994,Edward Dmytryk,6756,
1995,Zak Penn,6757,Male
1996,Alex Ranarivelo,6758,
1997,Mathieu Amalric,6759,Male
1998,David Worth,6760,Male
1999,Leslie H. Martinson,6761,Male
2000,Robert M. Young,6762,Male
2001,Steve Buscemi,6763,Male
2002,Ham Tran,6764,Male
2003,Rich Cowan,6765,
2004,Boris Rodriguez,6766,
2005,Sadyk Sher-Niyaz,6767,
2006,Paul Donovan,6768,
2007,Jonathan Kesselman,6769,
2008,Arjun Sablok,6770,
2009,Tyler Oliver,6771,
2010,Douglas Cheek,6772,
2011,Michael D. Olmos,6773,Male
2012,Deryck Broom,6774,
2013,Henry Hathaway,6775,
2014,Giovanni Zelko,6776,Male
2015,Claudia Sainte-Luce,6777,
2016,Jamie Babbit,6778,Female
2017,David Boyd,6779,Male
2018,Anna Muylaert,6780,Female
2019,Steve Taylor,6781,Male
2020,James David Pasternak,6782,
2021,Laurent Bouhnik,6783,Male
2022,Tom Sanchez,6784,
2023,David Caffrey,6785,Male
2024,Adam Jay Epstein,6786,Male
2025,Justin Thomas Ostensen,6787,
2026,Ossie Davis,6788,Male
2027,Jay Alaimo,6789,
2028,Dylan Bank,6790,
2029,Rob McKittrick,6791,
2030,Jeff Burr,6792,Male
2031,Guy Maddin,6793,Male
2032,Regardt van den Bergh,6794,Male
2033,Panos Cosmatos,6795,
2034,Gareth Evans,6796,
2035,Matthew R. Anderson,6797,Male
2036,Joe Marino,6798,
2037,Joel Anderson,6799,Male
2038,Shimit Amin,6800,
2039,Douglas Trumbull,6801,Male
2040,Mona Lerche,6802,Female
2041,Levan Gabriadze,6803,
2042,Bradley Parker,6804,
2043,Clive Barker,6805,Male
2044,Harold Cronk,6806,Male
2045,Takao Okawara,6807,Male
2046,Duncan Tucker,6808,
2047,Russ Meyer,6809,
2048,Robert D. Webb,6810,Male
2049,Allan Dwan,6811,Male
2050,Andrew Steggall,6812,
2051,Ben Lewin,6813,Male
2052,Robert Kenner,6814,Male
2053,Andrew Erwin,6815,
2054,Craig Johnson,6816,Male
2055,Sean Durkin,6817,Male
2056,Gillian Robespierre,6818,Female
2057,Courtney Hunt,6819,Female
2058,Morgan Neville,6820,Male
2059,Chris Paine,6821,
2060,Greg Berlanti,6822,Male
2061,Marc Levin,6823,Male
2062,Richard Dutcher,6824,Male
2063,Khalid Mohammed,6825,
2064,Gia Coppola,6826,
2065,Scandar Copti,6827,
2066,Goran Dukic,6828,Male
2067,Mike Cahill,6829,Male
2068,Kyle Rankin,6830,Male
2069,Joshua Oppenheimer,6831,Male
2070,Alex Gibney,6832,Male
2071,Paul Crowder,6833,Male
2072,Rohit Jagessar,6834,
2073,Anthony Powell,6835,
2074,Kief Davidson,6836,Male
2075,Johnny Remo,6837,
2076,Vivek Agnihotri,6838,
2077,Ti West,6839,Male
2078,Nick Tomnay,6840,Male
2079,Nickolas Perry,6841,Male
2080,Dan Zukovic,6842,Male
2081,Becky Smith,6843,
2082,Eric Nicholas,6844,
2083,Benjamin Dickinson,6845,Male
2084,Hal Haberman,6846,
2085,Frank Whaley,6847,Male
2086,Amat Escalante,6848,
2087,Katherine Brooks,6849,Female
2088,David Cross,6850,Male
2089,Randall Rubin,6851,
2090,Robert Bennett,6852,
2091,Mary Pat Kelly,6853,Female
2092,Lori Petty,6854,Female
2093,Charlie Levi,6855,
2094,Kevin Hamedani,6856,Male
2095,David DeCoteau,6857,Male
2096,Mikel Rueda,6858,
2097,Stefan C. Schaefer,6859,Male
2098,Michael Taliferro,6860,Male
2099,Katie Aselton,6861,Female
2100,Robert Heath,6862,
2101,D. Stevens,6863,
2102,Jeffrey St. Jules,6864,
2103,Robert Hall,6865,
2104,Kevin King,6866,
2105,Jonathan Meyers,6867,Male
2106,Ralph Nelson,6868,Male
2107,Blair Erickson,6869,
2108,Allison Burnett,6870,Female
2109,Richard Schenkman,6871,Male
2110,Sanjay Rawal,6872,
2111,Kat Coiro,6873,
2112,Cristian Mungiu,6874,Male
2113,Joseph Graham,6875,
2114,Maryam Keshavarz,6876,Female
2115,Ramaa Mosley,6877,
2116,C. Jay Cox,6878,Male
2117,Mariette Monpierre,6879,
2118,Tommy Oliver,6880,Male
2119,Jamie Travis,6881,
2120,Rich Christiano,6882,Male
2121,Natalie Bible',6883,
2122,Asghar Farhadi,6884,Male
2123,Justin Molotnikov,6885,
2124,G.W. Pabst,6886,Male
2125,Jorge Gaggero,6887,
2126,Michael Burke,6888,Male
2127,Catherine Jelski,6889,Female
2128,Shane Dawson,6890,
2129,Ryan Little,6891,Male
2130,Clark Baker,6892,
2131,Dave Willis,6893,Male
2132,Ben Wheatley,6894,Male
2133,Olly Blackburn,6895,
2134,Christopher Hutson,6896,Male
2135,David LaChapelle,6897,Male
2136,Caryn Waechter,6898,
2137,Emily Dell,6899,
2138,Valerie Red-Horse,6900,
2139,Christopher Scott Cherot,6901,Male
2140,H.M. Coakley,6902,Male
2141,Randy Moore,6903,
2142,Chris Atkins,6904,
2143,Bill Benenson,6905,Male
2144,Ryan Smith,6906,
2145,Travis Romero,6907,
2146,Anna Mastro,6908,
2147,Mark Sandrich,6909,Male
2148,Daniel Myrick,6910,Male
2149,Michael Wadleigh,6911,Male
2150,Gene Teigland,6912,
2151,Scott Ziehl,6913,Male
2152,Richard Montoya,6914,Male
2153,Johanna Schwartz,6915,
2154,Thomas Lilti,6916,
2155,Michael Walker,6917,Male
2156,U. Roberto Romano,6918,
2157,Amy Holden Jones,6919,Female
2158,Blaž Završnik,6920,
2159,Pan Nalin,6921,
2160,Joe Camp,6922,Male
2161,Matt Walsh,6923,Male
2162,John 'Bud' Cardos,6924,
2163,Marilyn Agrelo,6925,Female
2164,Brian Baugh,6926,Male
2165,Patrick Creadon,6927,Male
2166,Barry W. Blaustein,6928,Male
2167,Kurt Hale,6929,Male
2168,Siddiq Barmak,6930,
2169,Joseph Dorman,6931,
2170,Greg Harrison,6932,Male
2171,Jacob Aaron Estes,6933,
2172,Eric Schaeffer,6934,Male
2173,Neema Barnette,6935,Female
2174,Joe Swanberg,6936,
2175,Molly Bernstein,6937,
2176,Marius Markevicius,6938,Male
2177,Tom DiCillo,6939,Male
2178,Quentin Dupieux,6940,
2179,Alex Smith,6941,Male
2180,Gareth Edwards,6942,Male
2181,Jonathan Parker,6943,Male
2182,Sol Tryon,6944,
2183,Alex Craig Mann,6945,Male
2184,Stephen Kijak,6946,Male
2185,William Gazecki,6947,
2186,Michael Hoffman Jr.,6948,Male
2187,Georgia Hilton,6949,
2188,Jack Heller,6950,Male
2189,Fernando Baez Mella,6951,
2190,Warren Sheppard,6952,
2191,Justin Paul Miller,6953,
2192,Joel Paul Reisig,6954,
2193,Catherine Gund,6955,
2194,Hans Canosa,6956,
2195,Matthew Watts,6957,
2196,Lloyd Bacon,6958,Male
2197,Kay Pollak,6959,
2198,Eric England,6960,
2199,Sue Corcoran,6961,
2200,Jonathan Caouette,6962,Male
2201,Matt Jackson,6963,
2202,Lucio Fulci,6964,Male
2203,Paul Fox,6965,Male
2204,Cassandra Nicolaou,6966,
2205,Ingmar Bergman,6967,Male
2206,D.W. Griffith,6968,Male
2207,Roger Nygard,6969,
2208,Harry Beaumont,6970,Male
2209,Franck Khalfoun,6971,Male
2210,Mor Loushy,6972,
2211,Henry Alex Rubin,6973,
2212,Sam Firstenberg,6974,Male
2213,Doug Block,6975,Male
2214,Chad Kapper,6976,
2215,Paul Fierlinger,6977,
2216,Yorgos Lanthimos,6978,Male
2217,Lauren Lazin,6979,
2218,Gregory Widen,6980,Male
2219,Niall Johnson,6981,Male
2220,Eric Mendelsohn,6982,Male
2221,Jean-Luc Godard,6983,Male
2222,Kim Longinotto,6984,
2223,Michael Roemer,6985,Male
2224,Eddie O'Flaherty,6986,
2225,Babar Ahmed,6987,Male
2226,John D. Hancock,6988,Male
2227,Paul Bartel,6989,Male
2228,Jason Marsden,6990,Male
2229,Pece Dingo,6991,
2230,Jerome Elston Scott,6992,
2231,Étienne Faure,6993,
2232,Herb Freed,6994,Male
2233,Jack Perez,6995,
2234,Craig Zobel,6996,
2235,Maria Maggenti,6997,Female
2236,Piyush Dinker Pandya,6998,
2237,Emma-Kate Croghan,6999,
2238,Bill Plympton,7000,
2239,Drake Doremus,7001,Male
2240,Michael Kang,7002,
2241,Lori Silverbush,7003,
2242,Stuart Hazeldine,7004,
2243,Hilary Brougher,7005,Female
2244,Rachel Goldenberg,7006,
2245,Corbin Bernsen,7007,Male
2246,Jamin Winans,7008,
2247,Tom Seidman ,7009,
2248,Matt Cimber,7010,
2249,Andrew Hyatt,7011,
2250,Kristin Rizzo,7012,
2251,Zoran Lisinac,7013,
2252,James O'Brien,7014,
2253,Tom Putnam,7015,
2254,Jon Matthews,7016,
2255,Al Silliman Jr.,7017,
2256,Eugène Lourié,7018,Male
2257,Lowell Sherman,7019,
2258,David Evans ,7020,
2259,Sherman Alexie,7021,
2260,Justin Dillon,7022,
2261,Stevan Mena,7023,
2262,Livingston Oden,7024,
2263,Chris Marker,7025,
2264,Carl Theodor Dreyer,7026,Male
2265,Marianna Palka,7027,Female
2266,Ricki Stern,7028,Female
2267,Nadia Tass,7029,
2268,James Kerwin,7030,
2269,Darren Press,7031,
2270,Rania Attieh,7032,
2271,Sharon Greytak,7033,
2272,Majid Majidi,7034,Male
2273,Andrew Haigh,7035,Male
2274,Cary Bell,7036,
2275,Nicolae Constantin Tanase,7037,Male
2276,Melvin Van Peebles,7038,
2277,Ken Roht,7039,
2278,Robinson Devor,7040,
2279,Michel O. Scott,7041,
2280,Pat Holden,7042,
2281,Eric Bugbee,7043,
2282,Bill Melendez,7044,Male
2283,Dena Seidel,7045,
2284,Deborah Anderson,7046,
2285,Sara Newens,7047,
2286,Sai Varadan,7048,
2287,Lynn Shelton,7049,Female
2288,David Hewlett,7050,Male
2289,Nate Parker,7051,Male
2290,Nathan Smith Jones,7052,
2291,Travis Cluff,7053,
2292,Robert Townsend,7054,Male
2293,Jamaa Fanaka,7055,
2294,Larry Blamire,7056,Male
2295,Stephen Langford,7057,Male
2296,E.L. Katz,7058,
2297,Lisanne Pajot,7059,
2298,Dan Reed,7060,Male
2299,John Reinhardt,7061,Male
2300,Patrick Ryan Sims,7062,
2301,László Benedek,7063,Male
2302,Jason Miller,7064,
2303,Sut Jhally,7065,
2304,Julie Davis,7066,Female
2305,Myles Berkowitz,7067,
2306,Brett Piper,7068,Male
2307,Brandon Trost,7069,Male
2308,Joseph Green,7070,
2309,Wade Gasque,7071,
2310,Daniel Schechter,7072,
2311,Matt Johnson,7073,
2312,Bruno Barreto,7074,Male
2313,Lena Dunham,7075,Female
2314,Terron R. Parsons,7076,
2315,Daniel Mellitz,7077,
2316,Jem Cohen,7078,Male
2317,Andrew Leman,7079,Male
2318,Dave Carroll,7080,
2319,William Eubank,7081,Male
2320,Patrick Meaney,7082,
2321,Chad Hartigan,7083,
2322,Malcolm Goodwin,7084,Male
2323,Kevin Jordan,7085,Male
2324,Kirk Loudon,7086,
2325,Travis Legge,7087,
2326,Collin Joseph Neal,7088,
2327,Bradley Rust Gray,7089,Male
2328,Mike Bruce,7090,
2329,Andrew Bujalski,7091,
2330,Damir Catic,7092,
2331,James Bidgood,7093,
2332,Eric Eason,7094,Male
2333,Joseph Mazzella,7095,
2334,Marcus Nispel,7096,Male
2335,Jim Chuchu,7097,
2336,Daryl Wein,7098,Male
2337,Jason Trost,7099,
2338,Jafar Panahi,7100,Male
2339,Ivan Kavanagh,7101,
2340,Kiyoshi Kurosawa,7102,Male
2341,Tadeo Garcia,7103,
2342,Thomas L. Phillips,7104,
2343,Ash Baron-Cohen,7105,
2344,Shane Carruth,7106,Male
2345,Neill Dela Llana,7107,
2346,Scott Smith,7108,
2347,Daniel Hsia,7109,Male
2348,Brian Herzlinger,7110,Male
